Name,ContryCode,Team,Stage,Rank,Total Time,Gap,gap(s),Country
EDET Nicolas,FRA,"COFIDIS, SOLUTIONS CREDITS",19,125,82h 17' 01'',+ 03h 39' 27'',13167,France
GENIEZ Alexandre,FRA,FDJ,19,126,82h 17' 13'',+ 03h 39' 39'',13179,France
STANNARD Ian,GBR,TEAM SKY,19,127,82h 17' 30'',+ 03h 39' 56'',13196,Great Britain
WELLENS Tim,BEL,LOTTO-SOUDAL,19,128,82h 17' 32'',+ 03h 39' 58'',13198,Belgium
GREIPEL André,GER,LOTTO-SOUDAL,19,129,82h 18' 53'',+ 03h 41' 19'',13279,Germany
LAPORTE Christophe,FRA,"COFIDIS, SOLUTIONS CREDITS",19,130,82h 18' 56'',+ 03h 41' 22'',13282,France
GRUZDEV Dmitriy,KAZ,ASTANA PRO TEAM,19,131,82h 19' 05'',+ 03h 41' 31'',13291,Kazakhstan
TOSATTO Matteo,ITA,TINKOFF-SAXO,19,132,82h 19' 08'',+ 03h 41' 34'',13294,Italy
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",19,133,82h 19' 21'',+ 03h 41' 47'',13307,France
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,19,134,82h 19' 59'',+ 03h 42' 25'',13345,France
DEMARE Arnaud,FRA,FDJ,19,135,82h 20' 43'',+ 03h 43' 09'',13389,France
ROWE Luke,GBR,TEAM SKY,19,136,82h 22' 38'',+ 03h 45' 04'',13504,Great Britain
GENE Yohann,FRA,TEAM EUROPCAR,19,137,82h 22' 49'',+ 03h 45' 15'',13515,France
TIMMER Albert,NED,TEAM GIANT-ALPECIN,19,138,82h 25' 16'',+ 03h 47' 42'',13662,Netherlands
SERPA SANTANDER José,COL,LAMPRE - MERIDA,19,139,82h 25' 33'',+ 03h 47' 59'',13679,Colombia
CAVENDISH Mark,GBR,ETIXX-QUICK STEP,19,140,82h 27' 20'',+ 03h 49' 46'',13786,Great Britain
BRUN Fréderic,FRA,BRETAGNE - SECHE ENVIRONNEMENT,19,141,82h 28' 25'',+ 03h 50' 51'',13851,France
DEBUSSCHERE Jens,BEL,LOTTO-SOUDAL,19,142,82h 31' 21'',+ 03h 53' 47'',14027,Belgium
PIMANTA COSTA MENDES José Joao,POR,BORA-ARGON 18,19,143,82h 32' 19'',+ 03h 54' 45'',14085,Portugal
GAUDIN Damien,FRA,AG2R LA MONDIALE,19,144,82h 34' 06'',+ 03h 56' 32'',14192,France
GUARNIERI Jacopo,ITA,TEAM KATUSHA,19,145,82h 37' 35'',+ 04h 00' 01'',14401,Italy
VAN BAARLE Dylan,NED,TEAM CANNONDALE-GARMIN,19,146,82h 38' 26'',+ 04h 00' 52'',14452,Netherlands
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,19,147,82h 38' 47'',+ 04h 01' 13'',14473,Lithuania
SIEBERG Marcel,GER,LOTTO-SOUDAL,19,148,82h 40' 07'',+ 04h 02' 33'',14553,Germany
DURBRIDGE Luke,AUS,ORICA GREENEDGE,19,149,82h 40' 18'',+ 04h 02' 44'',14564,Australia
WEENING Pieter,NED,ORICA GREENEDGE,19,150,82h 41' 45'',+ 04h 04' 11'',14651,Netherlands
MATTHEWS Michael,AUS,ORICA GREENEDGE,19,151,82h 41' 48'',+ 04h 04' 14'',14654,Australia
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,19,152,82h 42' 02'',+ 04h 04' 28'',14668,Netherlands
DEVOLDER Stijn,BEL,TREK FACTORY RACING,19,153,82h 43' 07'',+ 04h 05' 33'',14733,Belgium
FARRAR Tyler,USA,MTN-QHUBEKA,19,154,82h 47' 47'',+ 04h 10' 13'',15013,United States of America
CIMOLAI Davide,ITA,LAMPRE - MERIDA,19,155,82h 51' 14'',+ 04h 13' 40'',15220,Italy
BRÄNDLE Matthias,AUT,IAM CYCLING,19,156,82h 52' 51'',+ 04h 15' 17'',15317,Austria
VANBILSEN KENNETH,BEL,"COFIDIS, SOLUTIONS CREDITS",19,157,82h 56' 42'',+ 04h 19' 08'',15548,Belgium
NAULLEAU BRYAN,FRA,TEAM EUROPCAR,19,158,82h 58' 05'',+ 04h 20' 31'',15631,France
TUFT Svein,CAN,ORICA GREENEDGE,19,159,83h 03' 23'',+ 04h 25' 49'',15949,Canada
CHAVANEL Sébastien,FRA,FDJ,19,160,83h 12' 14'',+ 04h 34' 40'',16480,France
FROOME Christopher,GBR,TEAM SKY,20,1,81h 56' 33'',0,0,Great Britain
QUINTANA ROJAS Nairo Alexander,COL,MOVISTAR TEAM,20,2,81h 57' 45'',+ 01' 12'',72,Colombia
VALVERDE BELMONTE Alejandro,ESP,MOVISTAR TEAM,20,3,82h 01' 58'',+ 05' 25'',325,Spain
NIBALI Vincenzo,ITA,ASTANA PRO TEAM,20,4,82h 05' 09'',+ 08' 36'',516,Italy
CONTADOR Alberto,ESP,TINKOFF-SAXO,20,5,82h 06' 21'',+ 09' 48'',588,Spain
GESINK Robert,NED,TEAM LOTTO NL - JUMBO,20,6,82h 07' 20'',+ 10' 47'',647,Netherlands
MOLLEMA Bauke,NED,TREK FACTORY RACING,20,7,82h 11' 47'',+ 15' 14'',914,Netherlands
FRANK Mathias,SUI,IAM CYCLING,20,8,82h 12' 12'',+ 15' 39'',939,Switzerland
BARDET Romain,FRA,AG2R LA MONDIALE,20,9,82h 12' 33'',+ 16' 00'',960,France
ROLLAND Pierre,FRA,TEAM EUROPCAR,20,10,82h 14' 03'',+ 17' 30'',1050,France
TALANSKY Andrew,USA,TEAM CANNONDALE-GARMIN,20,11,82h 18' 39'',+ 22' 06'',1326,United States of America
SANCHEZ Samuel,ESP,BMC RACING TEAM,20,12,82h 19' 23'',+ 22' 50'',1370,Spain
PAUWELS Serge,BEL,MTN-QHUBEKA,20,13,82h 27' 36'',+ 31' 03'',1863,Belgium
BARGUIL WARREN,FRA,TEAM GIANT-ALPECIN,20,14,82h 27' 48'',+ 31' 15'',1875,France
THOMAS Geraint,GBR,TEAM SKY,20,15,82h 28' 12'',+ 31' 39'',1899,Great Britain
PINOT Thibaut,FRA,FDJ,20,16,82h 35' 25'',+ 38' 52'',2332,France
KREUZIGER Roman,CZE,TINKOFF-SAXO,20,17,82h 59' 24'',+ 01h 02' 51'',3771,Czech Republic
CHEREL Mikael,FRA,AG2R LA MONDIALE,20,18,83h 01' 33'',+ 01h 05' 00'',3900,France
PANTANO GOMEZ Jarlinson,COL,IAM CYCLING,20,19,83h 05' 41'',+ 01h 09' 08'',4148,Colombia
BAKELANTS Jan,BEL,AG2R LA MONDIALE,20,20,83h 13' 09'',+ 01h 16' 36'',4596,Belgium
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,20,21,83h 18' 00'',+ 01h 21' 27'',4887,Netherlands
KANGERT Tanel,EST,ASTANA PRO TEAM,20,22,83h 21' 31'',+ 01h 24' 58'',5098,Estonia
FUGLSANG Jakob,DEN,ASTANA PRO TEAM,20,23,83h 21' 56'',+ 01h 25' 23'',5123,Denmark
CASTROVIEJO NICOLAS Jonathan,ESP,MOVISTAR TEAM,20,24,83h 22' 38'',+ 01h 26' 05'',5165,Spain
BARTA Jan,CZE,BORA-ARGON 18,20,25,83h 23' 29'',+ 01h 26' 56'',5216,Czech Republic
VUILLERMOZ Alexis,FRA,AG2R LA MONDIALE,20,26,83h 25' 02'',+ 01h 28' 29'',5309,France
JUNGELS Bob,LUX,TREK FACTORY RACING,20,27,83h 29' 54'',+ 01h 33' 21'',5601,Luxembourg
MAJKA Rafal,POL,TINKOFF-SAXO,20,28,83h 31' 39'',+ 01h 35' 06'',5706,Poland
RODRIGUEZ OLIVER Joaquin,ESP,TEAM KATUSHA,20,29,83h 32' 40'',+ 01h 36' 07'',5767,Spain
PLAZA MOLINA Ruben,ESP,LAMPRE - MERIDA,20,30,83h 34' 55'',+ 01h 38' 22'',5902,Spain
GALLOPIN Tony,FRA,LOTTO-SOUDAL,20,31,83h 37' 17'',+ 01h 40' 44'',6044,France
IZAGIRRE INSAUSTI Gorka,ESP,MOVISTAR TEAM,20,32,83h 38' 07'',+ 01h 41' 34'',6094,Spain
SICARD Romain,FRA,TEAM EUROPCAR,20,33,83h 48' 05'',+ 01h 51' 32'',6692,France
GAUTIER Cyril,FRA,TEAM EUROPCAR,20,34,83h 48' 24'',+ 01h 51' 51'',6711,France
ROCHE Nicolas,IRL,TEAM SKY,20,35,83h 50' 41'',+ 01h 54' 08'',6848,Ireland
ROGERS Michael,AUS,TINKOFF-SAXO,20,36,83h 52' 46'',+ 01h 56' 13'',6973,Australia
BAK Lars,DEN,LOTTO-SOUDAL,20,37,83h 53' 30'',+ 01h 56' 57'',7017,Denmark
GESCHKE Simon,GER,TEAM GIANT-ALPECIN,20,38,83h 54' 47'',+ 01h 58' 14'',7094,Germany
MARTIN Daniel,IRL,TEAM CANNONDALE-GARMIN,20,39,84h 00' 10'',+ 02h 03' 37'',7417,Ireland
HESJEDAL Ryder,CAN,TEAM CANNONDALE-GARMIN,20,40,84h 01' 10'',+ 02h 04' 37'',7477,Canada
SCARPONI Michele,ITA,ASTANA PRO TEAM,20,41,84h 01' 36'',+ 02h 05' 03'',7503,Italy
URAN URAN Rigoberto,COL,ETIXX-QUICK STEP,20,42,84h 04' 53'',+ 02h 08' 20'',7700,Colombia
MATE MARDONES Luis Angel,ESP,"COFIDIS, SOLUTIONS CREDITS",20,43,84h 06' 45'',+ 02h 10' 12'',7812,Spain
POELS Wouter,NED,TEAM SKY,20,44,84h 09' 17'',+ 02h 12' 44'',7964,Netherlands
VOECKLER Thomas,FRA,TEAM EUROPCAR,20,45,84h 10' 41'',+ 02h 14' 08'',8048,France
SAGAN Peter,SVK,TINKOFF-SAXO,20,46,84h 11' 28'',+ 02h 14' 55'',8095,Slovakia
OLIVEIRA Nelson,POR,LAMPRE - MERIDA,20,47,84h 12' 05'',+ 02h 15' 32'',8132,Portugal
PORTE Richie,AUS,TEAM SKY,20,48,84h 12' 38'',+ 02h 16' 05'',8165,Australia
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,20,49,84h 12' 48'',+ 02h 16' 15'',8175,Eritrea
YATES Adam,GBR,ORICA GREENEDGE,20,50,84h 13' 09'',+ 02h 16' 36'',8196,Great Britain
JANSE VAN RENSBURG Jacques,RSA,MTN-QHUBEKA,20,51,84h 14' 49'',+ 02h 18' 16'',8296,South Africa
FEDRIGO Pierrick,FRA,BRETAGNE - SECHE ENVIRONNEMENT,20,52,84h 19' 27'',+ 02h 22' 54'',8574,France
CARUSO Damiano,ITA,BMC RACING TEAM,20,53,84h 23' 05'',+ 02h 26' 32'',8792,Italy
CHAVANEL Sylvain,FRA,IAM CYCLING,20,54,84h 26' 01'',+ 02h 29' 28'',8968,France
TANKINK Bram,NED,TEAM LOTTO NL - JUMBO,20,55,84h 26' 45'',+ 02h 30' 12'',9012,Netherlands
SCHÄR Michael,SUI,BMC RACING TEAM,20,56,84h 27' 46'',+ 02h 31' 13'',9073,Switzerland
ANACONA GOMEZ Winner Andrew,COL,MOVISTAR TEAM,20,57,84h 27' 47'',+ 02h 31' 14'',9074,Colombia
LOSADA ALGUACIL Alberto,ESP,TEAM KATUSHA,20,58,84h 29' 03'',+ 02h 32' 30'',9150,Spain
CLEMENT Stef,NED,IAM CYCLING,20,59,84h 30' 15'',+ 02h 33' 42'',9222,Netherlands
WYSS Marcel,SUI,IAM CYCLING,20,60,84h 30' 48'',+ 02h 34' 15'',9255,Switzerland
PÉRAUD Jean-Christophe,FRA,AG2R LA MONDIALE,20,61,84h 31' 43'',+ 02h 35' 10'',9310,France
ZUBELDIA AGIRRE Haimar,ESP,TREK FACTORY RACING,20,62,84h 33' 23'',+ 02h 36' 50'',9410,Spain
WYSS Danilo,SUI,BMC RACING TEAM,20,63,84h 33' 50'',+ 02h 37' 17'',9437,Switzerland
GRIVKO Andriy,UKR,ASTANA PRO TEAM,20,64,84h 34' 39'',+ 02h 38' 06'',9486,Ukraine
HERRADA LOPEZ José,ESP,MOVISTAR TEAM,20,65,84h 36' 39'',+ 02h 40' 06'',9606,Spain
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",20,66,84h 40' 07'',+ 02h 43' 34'',9814,Spain
DE GENDT Thomas,BEL,LOTTO-SOUDAL,20,67,84h 44' 35'',+ 02h 48' 02'',10082,Belgium
RIBLON Christophe,FRA,AG2R LA MONDIALE,20,68,84h 44' 52'',+ 02h 48' 19'',10099,France
KOREN Kristijan,SLO,TEAM CANNONDALE-GARMIN,20,69,84h 48' 17'',+ 02h 51' 44'',10304,Slovenia
KONIG Leopold,CZE,TEAM SKY,20,70,84h 49' 42'',+ 02h 53' 09'',10389,Czech Republic
LADAGNOUS Matthieu,FRA,FDJ,20,71,84h 49' 55'',+ 02h 53' 22'',10402,France
MACHADO Tiago,POR,TEAM KATUSHA,20,72,84h 51' 04'',+ 02h 54' 31'',10471,Portugal
DE KORT Koen,NED,TEAM GIANT-ALPECIN,20,73,84h 53' 38'',+ 02h 57' 05'',10625,Netherlands
QUEMENEUR Perrig,FRA,TEAM EUROPCAR,20,74,84h 53' 52'',+ 02h 57' 19'',10639,France
HOLLENSTEIN Reto,SUI,IAM CYCLING,20,75,84h 55' 03'',+ 02h 58' 30'',10710,Switzerland
DURASEK Kristijan,CRO,LAMPRE - MERIDA,20,76,84h 58' 47'',+ 03h 02' 14'',10934,Croatia
WESTRA Lieuwe,NED,ASTANA PRO TEAM,20,77,84h 59' 42'',+ 03h 03' 09'',10989,Netherlands
VALLS FERRI Rafael,ESP,LAMPRE - MERIDA,20,78,84h 59' 44'',+ 03h 03' 11'',10991,Spain
KELDERMAN Wilco,NED,TEAM LOTTO NL - JUMBO,20,79,85h 00' 40'',+ 03h 04' 07'',11047,Netherlands
MARTENS Paul,GER,TEAM LOTTO NL - JUMBO,20,80,85h 01' 25'',+ 03h 04' 52'',11092,Germany
PERICHON Pierre-Luc,FRA,BRETAGNE - SECHE ENVIRONNEMENT,20,81,85h 02' 21'',+ 03h 05' 48'',11148,France
BOASSON HAGEN Edvald,NOR,MTN-QHUBEKA,20,82,85h 04' 35'',+ 03h 08' 02'',11282,Norway
BUCHMANN Emanuel,GER,BORA-ARGON 18,20,83,85h 05' 20'',+ 03h 08' 47'',11327,Germany
KUDUS GHEBREMEDHIN Merhawi,ERI,MTN-QHUBEKA,20,84,85h 07' 09'',+ 03h 10' 36'',11436,Eritrea
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,20,85,85h 08' 01'',+ 03h 11' 28'',11488,France
CUMMINGS Stephen,GBR,MTN-QHUBEKA,20,86,85h 08' 56'',+ 03h 12' 23'',11543,Great Britain
PREIDLER Georg,AUT,TEAM GIANT-ALPECIN,20,87,85h 10' 47'',+ 03h 14' 14'',11654,Austria
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,20,88,85h 11' 34'',+ 03h 15' 01'',11701,France
YATES Simon,GBR,ORICA GREENEDGE,20,89,85h 12' 37'',+ 03h 16' 04'',11764,Great Britain
CARUSO Gianpaolo,ITA,TEAM KATUSHA,20,90,85h 13' 36'',+ 03h 17' 03'',11823,Italy
TULIK ANGÉLO,FRA,TEAM EUROPCAR,20,91,85h 14' 57'',+ 03h 18' 24'',11904,France
TEN DAM Laurens,NED,TEAM LOTTO NL - JUMBO,20,92,85h 15' 16'',+ 03h 18' 43'',11923,Netherlands
IRIZAR ARRANBURU Markel,ESP,TREK FACTORY RACING,20,93,85h 16' 17'',+ 03h 19' 44'',11984,Spain
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",20,94,85h 16' 26'',+ 03h 19' 53'',11993,France
GOLAS Michal,POL,ETIXX-QUICK STEP,20,95,85h 17' 50'',+ 03h 21' 17'',12077,Poland
JANSE VAN RENSBURG Reinardt,RSA,MTN-QHUBEKA,20,96,85h 18' 03'',+ 03h 21' 30'',12090,South Africa
OSS Daniel,ITA,BMC RACING TEAM,20,97,85h 18' 47'',+ 03h 22' 14'',12134,Italy
FEILLU Brice,FRA,BRETAGNE - SECHE ENVIRONNEMENT,20,98,85h 19' 44'',+ 03h 23' 11'',12191,France
VOSS Paul,GER,BORA-ARGON 18,20,99,85h 21' 26'',+ 03h 24' 53'',12293,Germany
ELMIGER Martin,SUI,IAM CYCLING,20,100,85h 23' 20'',+ 03h 26' 47'',12407,Switzerland
DENNIS Rohan,AUS,BMC RACING TEAM,20,101,85h 24' 07'',+ 03h 27' 34'',12454,Australia
RAST Gregory,SUI,TREK FACTORY RACING,20,102,85h 25' 33'',+ 03h 29' 00'',12540,Switzerland
STYBAR Zdenek,CZE,ETIXX-QUICK STEP,20,103,85h 26' 46'',+ 03h 30' 13'',12613,Czech Republic
VANMARCKE Sep,BEL,TEAM LOTTO NL - JUMBO,20,104,85h 27' 48'',+ 03h 31' 15'',12675,Belgium
ROY Jérémy,FRA,FDJ,20,105,85h 28' 45'',+ 03h 32' 12'',12732,France
CURVERS Roy,NED,TEAM GIANT-ALPECIN,20,106,85h 32' 13'',+ 03h 35' 40'',12940,Netherlands
MALORI Adriano,ITA,MOVISTAR TEAM,20,107,85h 34' 01'',+ 03h 37' 28'',13048,Italy
HUZARSKI Bartosz,POL,BORA-ARGON 18,20,108,85h 34' 39'',+ 03h 38' 06'',13086,Poland
DEGENKOLB John,GER,TEAM GIANT-ALPECIN,20,109,85h 36' 16'',+ 03h 39' 43'',13183,Germany
EDET Nicolas,FRA,"COFIDIS, SOLUTIONS CREDITS",20,110,85h 39' 15'',+ 03h 42' 42'',13362,France
COQUARD Bryan,FRA,TEAM EUROPCAR,20,111,85h 39' 15'',+ 03h 42' 42'',13362,France
GENIEZ Alexandre,FRA,FDJ,20,112,85h 39' 30'',+ 03h 42' 57'',13377,France
VAUGRENARD Benoît,FRA,FDJ,20,113,85h 39' 41'',+ 03h 43' 08'',13388,France
HANSEN Adam,AUS,LOTTO-SOUDAL,20,114,85h 41' 51'',+ 03h 45' 18'',13518,Australia
ERVITI OLLO Imanol,ESP,MOVISTAR TEAM,20,115,85h 43' 47'',+ 03h 47' 14'',13634,Spain
VERMOTE Julien,BEL,ETIXX-QUICK STEP,20,116,85h 47' 05'',+ 03h 50' 32'',13832,Belgium
TRENTIN Matteo,ITA,ETIXX-QUICK STEP,20,117,85h 47' 32'',+ 03h 50' 59'',13859,Italy
BONO Matteo,ITA,LAMPRE - MERIDA,20,118,85h 48' 50'',+ 03h 52' 17'',13937,Italy
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,20,119,85h 49' 46'',+ 03h 53' 13'',13993,France
QUINZIATO Manuel,ITA,BMC RACING TEAM,20,120,85h 49' 54'',+ 03h 53' 21'',14001,Italy
VAN EMDEN Jos,NED,TEAM LOTTO NL - JUMBO,20,121,85h 50' 52'',+ 03h 54' 19'',14059,Netherlands
SERPA SANTANDER José,COL,LAMPRE - MERIDA,20,122,85h 50' 58'',+ 03h 54' 25'',14065,Colombia
SOUPE GEOFFREY,FRA,"COFIDIS, SOLUTIONS CREDITS",20,123,85h 52' 08'',+ 03h 55' 35'',14135,France
ARREDONDO MORENO Julian,COL,TREK FACTORY RACING,20,124,85h 53' 22'',+ 03h 56' 49'',14209,Colombia
POZZATO Filippo,ITA,LAMPRE - MERIDA,20,125,85h 54' 53'',+ 03h 58' 20'',14300,Italy
HALLER Marco,AUT,TEAM KATUSHA,20,126,85h 55' 37'',+ 03h 59' 04'',14344,Austria
LAPORTE Christophe,FRA,"COFIDIS, SOLUTIONS CREDITS",20,127,85h 55' 43'',+ 03h 59' 10'',14350,France
STANNARD Ian,GBR,TEAM SKY,20,128,85h 56' 10'',+ 03h 59' 37'',14377,Great Britain
WELLENS Tim,BEL,LOTTO-SOUDAL,20,129,85h 56' 12'',+ 03h 59' 39'',14379,Belgium
KRISTOFF Alexander,NOR,TEAM KATUSHA,20,130,85h 57' 43'',+ 04h 01' 10'',14470,Norway
GRUZDEV Dmitriy,KAZ,ASTANA PRO TEAM,20,131,85h 57' 45'',+ 04h 01' 12'',14472,Kazakhstan
TOSATTO Matteo,ITA,TINKOFF-SAXO,20,132,85h 57' 48'',+ 04h 01' 15'',14475,Italy
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,20,133,85h 58' 39'',+ 04h 02' 06'',14526,France
GREIPEL André,GER,LOTTO-SOUDAL,20,134,86h 00' 11'',+ 04h 03' 38'',14618,Germany
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",20,135,86h 00' 39'',+ 04h 04' 06'',14646,France
ROWE Luke,GBR,TEAM SKY,20,136,86h 01' 18'',+ 04h 04' 45'',14685,Great Britain
GENE Yohann,FRA,TEAM EUROPCAR,20,137,86h 01' 29'',+ 04h 04' 56'',14696,France
DEMARE Arnaud,FRA,FDJ,20,138,86h 02' 01'',+ 04h 05' 28'',14728,France
TIMMER Albert,NED,TEAM GIANT-ALPECIN,20,139,86h 02' 03'',+ 04h 05' 30'',14730,Netherlands
PIMANTA COSTA MENDES José Joao,POR,BORA-ARGON 18,20,140,86h 04' 20'',+ 04h 07' 47'',14867,Portugal
BRUN Fréderic,FRA,BRETAGNE - SECHE ENVIRONNEMENT,20,141,86h 07' 05'',+ 04h 10' 32'',15032,France
CAVENDISH Mark,GBR,ETIXX-QUICK STEP,20,142,86h 08' 38'',+ 04h 12' 05'',15125,Great Britain
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,20,143,86h 11' 13'',+ 04h 14' 40'',15280,Lithuania
WEENING Pieter,NED,ORICA GREENEDGE,20,144,86h 11' 32'',+ 04h 14' 59'',15299,Netherlands
DEBUSSCHERE Jens,BEL,LOTTO-SOUDAL,20,145,86h 12' 39'',+ 04h 16' 06'',15366,Belgium
GAUDIN Damien,FRA,AG2R LA MONDIALE,20,146,86h 12' 46'',+ 04h 16' 13'',15373,France
VAN BAARLE Dylan,NED,TEAM CANNONDALE-GARMIN,20,147,86h 15' 13'',+ 04h 18' 40'',15520,Netherlands
DEVOLDER Stijn,BEL,TREK FACTORY RACING,20,148,86h 18' 04'',+ 04h 21' 31'',15691,Belgium
GUARNIERI Jacopo,ITA,TEAM KATUSHA,20,149,86h 18' 53'',+ 04h 22' 20'',15740,Italy
SIEBERG Marcel,GER,LOTTO-SOUDAL,20,150,86h 21' 25'',+ 04h 24' 52'',15892,Germany
DURBRIDGE Luke,AUS,ORICA GREENEDGE,20,151,86h 21' 36'',+ 04h 25' 03'',15903,Australia
MATTHEWS Michael,AUS,ORICA GREENEDGE,20,152,86h 23' 06'',+ 04h 26' 33'',15993,Australia
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,20,153,86h 23' 20'',+ 04h 26' 47'',16007,Netherlands
FARRAR Tyler,USA,MTN-QHUBEKA,20,154,86h 29' 05'',+ 04h 32' 32'',16352,United States of America
CIMOLAI Davide,ITA,LAMPRE - MERIDA,20,155,86h 29' 54'',+ 04h 33' 21'',16401,Italy
BRÄNDLE Matthias,AUT,IAM CYCLING,20,156,86h 34' 09'',+ 04h 37' 36'',16656,Austria
NAULLEAU BRYAN,FRA,TEAM EUROPCAR,20,157,86h 36' 45'',+ 04h 40' 12'',16812,France
VANBILSEN KENNETH,BEL,"COFIDIS, SOLUTIONS CREDITS",20,158,86h 38' 00'',+ 04h 41' 27'',16887,Belgium
TUFT Svein,CAN,ORICA GREENEDGE,20,159,86h 44' 41'',+ 04h 48' 08'',17288,Canada
CHAVANEL Sébastien,FRA,FDJ,20,160,86h 53' 32'',+ 04h 56' 59'',17819,France
FROOME Christopher,GBR,TEAM SKY,21,1,84h 46' 14'',0,0,Great Britain
QUINTANA ROJAS Nairo Alexander,COL,MOVISTAR TEAM,21,2,84h 47' 26'',+ 01' 12'',72,Colombia
VALVERDE BELMONTE Alejandro,ESP,MOVISTAR TEAM,21,3,84h 51' 39'',+ 05' 25'',325,Spain
NIBALI Vincenzo,ITA,ASTANA PRO TEAM,21,4,84h 54' 50'',+ 08' 36'',516,Italy
CONTADOR Alberto,ESP,TINKOFF-SAXO,21,5,84h 56' 02'',+ 09' 48'',588,Spain
GESINK Robert,NED,TEAM LOTTO NL - JUMBO,21,6,84h 57' 01'',+ 10' 47'',647,Netherlands
MOLLEMA Bauke,NED,TREK FACTORY RACING,21,7,85h 01' 28'',+ 15' 14'',914,Netherlands
FRANK Mathias,SUI,IAM CYCLING,21,8,85h 01' 53'',+ 15' 39'',939,Switzerland
BARDET Romain,FRA,AG2R LA MONDIALE,21,9,85h 02' 14'',+ 16' 00'',960,France
ROLLAND Pierre,FRA,TEAM EUROPCAR,21,10,85h 03' 44'',+ 17' 30'',1050,France
TALANSKY Andrew,USA,TEAM CANNONDALE-GARMIN,21,11,85h 08' 20'',+ 22' 06'',1326,United States of America
SANCHEZ Samuel,ESP,BMC RACING TEAM,21,12,85h 09' 04'',+ 22' 50'',1370,Spain
PAUWELS Serge,BEL,MTN-QHUBEKA,21,13,85h 17' 17'',+ 31' 03'',1863,Belgium
BARGUIL WARREN,FRA,TEAM GIANT-ALPECIN,21,14,85h 17' 29'',+ 31' 15'',1875,France
THOMAS Geraint,GBR,TEAM SKY,21,15,85h 17' 53'',+ 31' 39'',1899,Great Britain
PINOT Thibaut,FRA,FDJ,21,16,85h 25' 06'',+ 38' 52'',2332,France
KREUZIGER Roman,CZE,TINKOFF-SAXO,21,17,85h 49' 05'',+ 01h 02' 51'',3771,Czech Republic
CHEREL Mikael,FRA,AG2R LA MONDIALE,21,18,85h 51' 14'',+ 01h 05' 00'',3900,France
PANTANO GOMEZ Jarlinson,COL,IAM CYCLING,21,19,85h 55' 22'',+ 01h 09' 08'',4148,Colombia
BAKELANTS Jan,BEL,AG2R LA MONDIALE,21,20,86h 02' 50'',+ 01h 16' 36'',4596,Belgium
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,21,21,86h 07' 41'',+ 01h 21' 27'',4887,Netherlands
KANGERT Tanel,EST,ASTANA PRO TEAM,21,22,86h 11' 12'',+ 01h 24' 58'',5098,Estonia
FUGLSANG Jakob,DEN,ASTANA PRO TEAM,21,23,86h 11' 37'',+ 01h 25' 23'',5123,Denmark
CASTROVIEJO NICOLAS Jonathan,ESP,MOVISTAR TEAM,21,24,86h 12' 19'',+ 01h 26' 05'',5165,Spain
BARTA Jan,CZE,BORA-ARGON 18,21,25,86h 13' 10'',+ 01h 26' 56'',5216,Czech Republic
VUILLERMOZ Alexis,FRA,AG2R LA MONDIALE,21,26,86h 14' 43'',+ 01h 28' 29'',5309,France
JUNGELS Bob,LUX,TREK FACTORY RACING,21,27,86h 19' 35'',+ 01h 33' 21'',5601,Luxembourg
MAJKA Rafal,POL,TINKOFF-SAXO,21,28,86h 21' 20'',+ 01h 35' 06'',5706,Poland
RODRIGUEZ OLIVER Joaquin,ESP,TEAM KATUSHA,21,29,86h 22' 21'',+ 01h 36' 07'',5767,Spain
PLAZA MOLINA Ruben,ESP,LAMPRE - MERIDA,21,30,86h 24' 36'',+ 01h 38' 22'',5902,Spain
GALLOPIN Tony,FRA,LOTTO-SOUDAL,21,31,86h 26' 58'',+ 01h 40' 44'',6044,France
IZAGIRRE INSAUSTI Gorka,ESP,MOVISTAR TEAM,21,32,86h 27' 48'',+ 01h 41' 34'',6094,Spain
SICARD Romain,FRA,TEAM EUROPCAR,21,33,86h 37' 46'',+ 01h 51' 32'',6692,France
GAUTIER Cyril,FRA,TEAM EUROPCAR,21,34,86h 38' 05'',+ 01h 51' 51'',6711,France
ROCHE Nicolas,IRL,TEAM SKY,21,35,86h 40' 22'',+ 01h 54' 08'',6848,Ireland
